Index;Issue;IVersion;OVersion;AVersion;FixVersion
224;BOOKKEEPER-556;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
225;BOOKKEEPER-557;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
226;BOOKKEEPER-559;4.2.0;4.2.1;4.2.0, 4.2.1, 4.2.2;4.3.0;
227;BOOKKEEPER-56;4.0.0;4.0.0;4.0.0;4.1.0;
228;BOOKKEEPER-561;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
229;BOOKKEEPER-567;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
230;BOOKKEEPER-568;4.2.0;4.2.1;4.2.0, 4.2.1, 4.2.2;4.3.0;
231;BOOKKEEPER-569;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
232;BOOKKEEPER-57;4.0.0;4.0.0;;4.0.0;
233;BOOKKEEPER-577;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
234;BOOKKEEPER-578;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2, 4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
235;BOOKKEEPER-579;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
236;BOOKKEEPER-58;4.0.0;4.0.0;;4.0.0;
237;BOOKKEEPER-580;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
238;BOOKKEEPER-581;4.2.0;4.2.1;4.2.0, 4.2.1, 4.2.2;4.3.0;
239;BOOKKEEPER-583;4.2.1;4.2.1;4.2.1, 4.2.2;4.3.0;
240;BOOKKEEPER-584;4.2.0;4.2.1;4.2.0, 4.2.1, 4.2.2;4.3.0;
241;BOOKKEEPER-585;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
242;BOOKKEEPER-586;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2;4.3.0;
243;BOOKKEEPER-59;4.0.0;4.0.0;;4.0.0;
244;BOOKKEEPER-594;4.1.1;4.2.1;4.1.1, 4.2.0, 4.2.1, 4.2.2, 4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
245;BOOKKEEPER-596;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
246;BOOKKEEPER-597;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
247;BOOKKEEPER-598;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
248;BOOKKEEPER-599;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
249;BOOKKEEPER-600;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
250;BOOKKEEPER-601;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
251;BOOKKEEPER-602;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
252;BOOKKEEPER-603;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
253;BOOKKEEPER-604;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
254;BOOKKEEPER-607;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
255;BOOKKEEPER-61;4.0.0;4.0.0;;4.0.0;
256;BOOKKEEPER-610;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
257;BOOKKEEPER-617;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
258;BOOKKEEPER-619;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
259;BOOKKEEPER-62;4.0.0;4.0.0;;4.0.0;
260;BOOKKEEPER-620;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
261;BOOKKEEPER-621;4.2.1;4.2.2;4.2.1;4.2.2;
262;BOOKKEEPER-623;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
263;BOOKKEEPER-624;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
264;BOOKKEEPER-625;4.2.1;4.2.2;4.2.1;4.2.2;
265;BOOKKEEPER-626;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
266;BOOKKEEPER-63;4.0.0;4.0.0;;4.0.0;
267;BOOKKEEPER-632;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
268;BOOKKEEPER-633;4.3.0;4.2.2;;4.3.0;
269;BOOKKEEPER-635;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
270;BOOKKEEPER-636;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
271;BOOKKEEPER-638;4.3.0;4.2.2;;4.3.0;
272;BOOKKEEPER-641;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
273;BOOKKEEPER-642;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
274;BOOKKEEPER-646;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
275;BOOKKEEPER-649;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
276;BOOKKEEPER-65;4.0.0;4.0.0;;4.0.0;
277;BOOKKEEPER-652;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
278;BOOKKEEPER-654;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
279;BOOKKEEPER-66;4.0.0;4.0.0;;4.0.0;
280;BOOKKEEPER-660;4.2.0;4.2.2;4.2.0, 4.2.1;4.2.2;
281;BOOKKEEPER-663;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
282;BOOKKEEPER-664;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
283;BOOKKEEPER-667;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
284;BOOKKEEPER-668;4.2.1;4.2.2;4.2.1, 4.2.2;4.3.0;
285;BOOKKEEPER-669;4.2.0;4.2.2;4.2.0, 4.2.1;4.2.2;
286;BOOKKEEPER-671;4.2.1;4.2.2;4.2.1, 4.2.2, 4.3.0, 4.2.3, 4.3.1, 4.3.2, 4.4.0, 4.5.0, 4.5.1;4.6.0;
287;BOOKKEEPER-673;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
288;BOOKKEEPER-676;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
289;BOOKKEEPER-678;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
290;BOOKKEEPER-679;4.2.0;4.2.2;4.2.0, 4.2.1;4.2.2;
291;BOOKKEEPER-68;4.0.0;4.0.0;;4.0.0;
292;BOOKKEEPER-680;4.0.0;4.0.0;4.0.0, 4.1.0, 4.1.1, 4.2.0, 4.2.1, 4.2.2, 4.3.0, 4.2.3, 4.3.1, 4.3.2, 4.4.0, 4.5.0, 4.5.1;4.6.0;
293;BOOKKEEPER-683;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
294;BOOKKEEPER-684;4.2.0;4.2.2;4.2.0, 4.2.1;4.2.2;
295;BOOKKEEPER-685;4.2.0;4.2.2;4.2.0, 4.2.1;4.2.2;
296;BOOKKEEPER-686;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
297;BOOKKEEPER-688;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2;4.3.0;
298;BOOKKEEPER-689;4.2.0;4.2.2;4.2.0, 4.2.1, 4.2.2, 4.3.0;4.2.3;
299;BOOKKEEPER-69;4.0.0;4.0.0;;4.0.0;
300;BOOKKEEPER-695;4.3.0;4.3.0;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
301;BOOKKEEPER-698;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
302;BOOKKEEPER-700;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
303;BOOKKEEPER-708;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
304;BOOKKEEPER-709;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
305;BOOKKEEPER-71;4.0.0;4.0.0;;4.0.0;
306;BOOKKEEPER-710;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
307;BOOKKEEPER-711;4.2.2;4.3.0;4.2.2;4.3.0;
308;BOOKKEEPER-712;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
309;BOOKKEEPER-714;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
310;BOOKKEEPER-719;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
311;BOOKKEEPER-72;4.0.0;4.0.0;4.0.0;4.1.0;
312;BOOKKEEPER-720;4.2.1;4.3.0;4.2.1, 4.2.2;4.3.0;
313;BOOKKEEPER-724;4.2.2;4.2.3;4.2.2;4.3.0;
314;BOOKKEEPER-725;4.2.2;4.2.3;4.2.2;4.3.0;
315;BOOKKEEPER-726;4.2.2;4.2.3;4.2.2;4.3.0;
316;BOOKKEEPER-727;4.2.2;4.2.3;4.2.2;4.3.0;
317;BOOKKEEPER-728;4.2.2;4.2.3;4.2.2;4.3.0;
318;BOOKKEEPER-729;4.2.2;4.2.3;4.2.2;4.3.0;
319;BOOKKEEPER-730;4.2.2;4.2.3;4.2.2;4.3.0;
320;BOOKKEEPER-731;4.2.2;4.2.3;4.2.2;4.3.0;
321;BOOKKEEPER-739;4.2.2;4.2.3;4.2.2;4.3.0;
322;BOOKKEEPER-74;4.0.0;4.0.0;4.0.0;4.1.0;
323;BOOKKEEPER-740;4.2.2;4.2.3;4.2.2;4.3.0;
324;BOOKKEEPER-742;4.2.2;4.2.3;4.2.2;4.3.0;
325;BOOKKEEPER-743;4.2.2;4.2.3;4.2.2;4.3.0;
326;BOOKKEEPER-744;4.2.2;4.2.3;4.2.2;4.3.0;
327;BOOKKEEPER-745;4.2.2;4.2.3;4.2.2;4.3.0;
328;BOOKKEEPER-746;4.2.2;4.2.3;4.2.2;4.3.0;
329;BOOKKEEPER-750;4.2.2;4.2.3;4.2.2;4.3.0;
330;BOOKKEEPER-751;4.2.2;4.2.3;4.2.2;4.3.0;
331;BOOKKEEPER-752;4.2.2;4.2.3;4.2.2, 4.3.0;4.2.3;
332;BOOKKEEPER-755;4.2.2;4.2.3;4.2.2;4.3.0;
333;BOOKKEEPER-763;4.2.2;4.2.3;4.2.2;4.3.0;
334;BOOKKEEPER-765;4.2.2;4.2.3;4.2.2;4.3.0;
335;BOOKKEEPER-766;4.2.2;4.2.3;4.2.2;4.3.0;
336;BOOKKEEPER-767;4.2.2;4.2.3;4.2.2;4.3.0;
337;BOOKKEEPER-768;4.2.2;4.2.3;4.2.2;4.3.0;
338;BOOKKEEPER-769;4.2.2;4.2.3;4.2.2, 4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
339;BOOKKEEPER-774;4.3.0;4.3.1;;4.3.0;
340;BOOKKEEPER-777;4.3.0;4.3.1;;4.3.0;
341;BOOKKEEPER-778;4.3.0;4.3.1;;4.3.0;
342;BOOKKEEPER-779;4.3.0;4.3.1;;4.3.0;
343;BOOKKEEPER-780;4.3.0;4.3.1;;4.3.0;
344;BOOKKEEPER-783;4.3.0;4.3.1;;4.3.0;
345;BOOKKEEPER-784;4.3.0;4.3.1;;4.3.0;
346;BOOKKEEPER-785;4.3.0;4.3.1;;4.3.0;
347;BOOKKEEPER-786;4.3.0;4.3.1;;4.3.0;
348;BOOKKEEPER-79;4.0.0;4.0.0;;4.0.0;
349;BOOKKEEPER-793;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
350;BOOKKEEPER-794;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
351;BOOKKEEPER-795;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
352;BOOKKEEPER-797;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
353;BOOKKEEPER-798;4.3.0;4.3.1;4.3.0, 4.2.3;4.3.1;
354;BOOKKEEPER-799;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
355;BOOKKEEPER-80;4.0.0;4.0.0;;4.0.0;
356;BOOKKEEPER-800;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
357;BOOKKEEPER-801;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
358;BOOKKEEPER-802;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
359;BOOKKEEPER-803;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
360;BOOKKEEPER-804;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
361;BOOKKEEPER-805;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
362;BOOKKEEPER-809;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
363;BOOKKEEPER-81;4.0.0;4.0.0;;4.0.0;
364;BOOKKEEPER-813;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
365;BOOKKEEPER-814;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
366;BOOKKEEPER-815;4.2.3;4.3.1;4.2.3, 4.3.1, 4.3.2;4.4.0;
367;BOOKKEEPER-821;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
368;BOOKKEEPER-823;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
369;BOOKKEEPER-828;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
370;BOOKKEEPER-829;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1;4.3.2;
371;BOOKKEEPER-831;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
372;BOOKKEEPER-833;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
373;BOOKKEEPER-834;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
374;BOOKKEEPER-835;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
375;BOOKKEEPER-838;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
376;BOOKKEEPER-839;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
377;BOOKKEEPER-840;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
378;BOOKKEEPER-847;4.3.0;4.3.1;4.3.0, 4.2.3;4.3.1;
379;BOOKKEEPER-848;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
380;BOOKKEEPER-852;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2, 4.4.0;4.5.0;
381;BOOKKEEPER-854;4.3.0;4.3.1;4.3.0, 4.2.3, 4.3.1, 4.3.2;4.4.0;
382;BOOKKEEPER-858;4.2.3;4.3.2;4.2.3, 4.3.1, 4.3.2;4.4.0;
383;BOOKKEEPER-859;4.0.0;4.3.2;4.0.0, 4.1.0, 4.1.1, 4.2.0, 4.2.1, 4.2.2, 4.3.0, 4.2.3, 4.3.1, 4.3.2, 4.4.0;4.5.0;
384;BOOKKEEPER-86;4.0.0;4.0.0;;4.0.0;
385;BOOKKEEPER-863;4.2.3;4.3.2;4.2.3, 4.3.1, 4.3.2;4.4.0;
386;BOOKKEEPER-87;4.0.0;4.0.0;;4.0.0;
387;BOOKKEEPER-872;4.2.3;4.3.2;4.2.3, 4.3.1;4.3.2;
388;BOOKKEEPER-88;4.0.0;4.0.0;;4.0.0;
389;BOOKKEEPER-883;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
390;BOOKKEEPER-884;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
391;BOOKKEEPER-890;4.3.2;4.4.0;4.3.2;4.4.0;
392;BOOKKEEPER-891;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
393;BOOKKEEPER-893;4.3.2;4.4.0;4.3.2;4.4.0;
394;BOOKKEEPER-897;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
395;BOOKKEEPER-898;4.3.2;4.4.0;4.3.2;4.4.0;
396;BOOKKEEPER-899;4.3.2;4.4.0;4.3.2;4.4.0;
397;BOOKKEEPER-900;4.3.2;4.4.0;4.3.2;4.4.0;
398;BOOKKEEPER-902;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
399;BOOKKEEPER-903;4.3.1;4.4.0;4.3.1, 4.3.2, 4.4.0;4.5.0;
400;BOOKKEEPER-904;4.4.0;4.4.0;;4.4.0;
401;BOOKKEEPER-907;4.3.1;4.4.0;4.3.1, 4.3.2, 4.4.0;4.5.0;
402;BOOKKEEPER-908;4.3.2;4.4.0;4.3.2, 4.4.0;4.5.0;
403;BOOKKEEPER-909;4.3.2;4.4.0;4.3.2;4.4.0;
404;BOOKKEEPER-910;4.3.2;4.4.0;4.3.2;4.4.0;
405;BOOKKEEPER-911;4.3.2;4.4.0;4.3.2;4.4.0;
406;BOOKKEEPER-913;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
407;BOOKKEEPER-914;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
408;BOOKKEEPER-917;4.4.0;4.4.0;;4.4.0;
409;BOOKKEEPER-919;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
410;BOOKKEEPER-92;4.0.0;4.0.0;;4.0.0;
411;BOOKKEEPER-921;4.4.0;4.4.0;;4.4.0;
412;BOOKKEEPER-924;4.3.2;4.4.0;4.3.2, 4.4.0;4.5.0;
413;BOOKKEEPER-925;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
414;BOOKKEEPER-926;4.3.1;4.4.0;4.3.1, 4.3.2;4.4.0;
415;BOOKKEEPER-927;4.3.2;4.4.0;4.3.2, 4.4.0;4.5.0;
416;BOOKKEEPER-93;4.0.0;4.0.0;;4.0.0;
417;BOOKKEEPER-933;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
418;BOOKKEEPER-938;4.5.0;4.5.0;;4.5.0;
419;BOOKKEEPER-939;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
420;BOOKKEEPER-94;4.0.0;4.0.0;;4.0.0;
421;BOOKKEEPER-940;4.5.0;4.5.0;;4.5.0;
422;BOOKKEEPER-952;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
423;BOOKKEEPER-955;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
424;BOOKKEEPER-956;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
425;BOOKKEEPER-957;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
426;BOOKKEEPER-958;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
427;BOOKKEEPER-959;4.4.0;4.5.0;4.4.0;4.5.0;
428;BOOKKEEPER-980;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
429;BOOKKEEPER-984;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
430;BOOKKEEPER-986;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
431;BOOKKEEPER-987;4.5.0;4.5.0;;4.5.0;
432;BOOKKEEPER-988;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
433;BOOKKEEPER-989;4.3.2;4.5.0;4.3.2, 4.4.0;4.5.0;
434;BOOKKEEPER-999;4.4.0;4.5.0;4.4.0;4.5.0;
