Dataset,TrainingRelease,%DataTraining,%BugInTraining,%BugInTesting,Classifier,Balancing,Selection,CostSensitive,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,4,54.13,50.0,50.0,Random Forest,Oversampling,Best First,Sensitive learning,1959.0,34.0,1336.0,12.0,0.982940291018565,0.9939117199391172,0.984547100845471,0.9714726325789568,
BOOKKEEPER,5,54.21,50.0,50.0,Random Forest,Oversampling,Best First,Sensitive learning,4104.0,73.0,2759.0,3.0,0.9825233421115633,0.9992695398100804,0.9867463518259442,0.9772421094768098,
BOOKKEEPER,6,54.13,50.0,50.0,Random Forest,Oversampling,Best First,Sensitive learning,8337.0,191.0,5603.0,4.0,0.9776031894934334,0.9995204411941014,0.9832776524230776,0.9713417822617171,
BOOKKEEPER,output-mean,53.64,50.0,50.0,Random Forest,Oversampling,Best First,Sensitive learning,2640.5,84.16666666666667,1763.5,9.333333333333334,0.9275214701792729,0.9793360875989409,0.9370710777969097,0.8827292136725079,
BOOKKEEPER,1,47.87,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,138.0,0.0,118.0,1.0,1.0,0.9928057553956835,0.9983843433727594,0.9921706016755522,
BOOKKEEPER,2,45.67,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,408.0,3.0,321.0,39.0,0.9927007299270073,0.912751677852349,0.9887418178805203,0.8898886032562124,
BOOKKEEPER,3,45.67,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,826.0,8.0,640.0,68.0,0.9904076738609112,0.9239373601789709,0.9900260999254288,0.900124767339592,
BOOKKEEPER,4,45.06,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,1952.0,10.0,1360.0,19.0,0.9949031600407747,0.9903602232369355,0.9988097486547641,0.9820773373925652,
BOOKKEEPER,5,44.94,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,4098.0,33.0,2799.0,9.0,0.9920116194625999,0.997808619430241,0.9994400321072332,0.9874550221751137,
BOOKKEEPER,6,45.05,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,8302.0,72.0,5722.0,39.0,0.9914019584427991,0.9953243016424889,0.9993486972309948,0.9837531186880613,
BOOKKEEPER,output-mean,45.71,50.0,50.0,Random Forest,Undersampling,Best First,No cost sensitive,2620.6666666666665,21.0,1826.6666666666667,29.166666666666668,0.9935708569556821,0.9688313229561115,0.9957917898619502,0.9559115750878494,
BOOKKEEPER,1,47.87,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,115.0,12.0,106.0,24.0,0.905511811023622,0.8273381294964028,0.9433910498719669,0.7201113262342693,
BOOKKEEPER,2,45.67,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,370.0,20.0,304.0,77.0,0.9487179487179487,0.8277404921700223,0.9384476758637832,0.7479092720120539,
BOOKKEEPER,3,45.67,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,820.0,80.0,568.0,74.0,0.9111111111111111,0.9172259507829977,0.9584783329190488,0.7947816528222837,
BOOKKEEPER,4,45.06,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,1818.0,73.0,1297.0,153.0,0.9613960867265997,0.9223744292237442,0.9794370562943706,0.8614206900095804,
BOOKKEEPER,5,44.94,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,3940.0,73.0,2759.0,167.0,0.9818091203588338,0.9593377160944728,0.9904896593799479,0.9287756708202217,
BOOKKEEPER,6,45.05,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,8123.0,182.0,5612.0,218.0,0.9780854906682721,0.9738640450785278,0.9945552714905808,0.9415590321993815,
BOOKKEEPER,output-mean,45.71,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive threshold,2531.0,73.33333333333333,1774.3333333333333,118.83333333333333,0.9477719281010647,0.9046467938076946,0.9674665076366166,0.8324262740162984,
BOOKKEEPER,1,47.87,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,139.0,30.0,88.0,0.0,0.8224852071005917,1.0,0.8728813559322034,0.7603655125256418,
BOOKKEEPER,2,45.67,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,440.0,64.0,260.0,7.0,0.873015873015873,0.9843400447427293,0.8934045902725992,0.8063259565886536,
BOOKKEEPER,3,45.67,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,892.0,140.0,508.0,2.0,0.8643410852713178,0.9977628635346756,0.8908567404093131,0.8053092624009048,
BOOKKEEPER,4,45.06,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,1962.0,32.0,1338.0,9.0,0.9839518555667001,0.9954337899543378,0.9860380628603806,0.9745705965247479,
BOOKKEEPER,5,44.94,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,4105.0,64.0,2768.0,2.0,0.9846485967858,0.9995130265400536,0.9884570782417782,0.9802452642233762,
BOOKKEEPER,6,45.05,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,8337.0,186.0,5608.0,4.0,0.9781766983456529,0.9995204411941014,0.9837091332653283,0.9720803051781233,
BOOKKEEPER,output-mean,45.71,50.0,50.0,Random Forest,Undersampling,Best First,Sensitive learning,2645.8333333333335,86.0,1761.6666666666667,4.0,0.9177698860143225,0.9960950276609828,0.9358911601636004,0.8831494829069081,
BOOKKEEPER,1,59.34,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,139.0,0.0,118.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,2,58.68,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,413.0,4.0,320.0,34.0,0.9904076738609112,0.9239373601789709,0.9909685972325794,0.900124767339592,
BOOKKEEPER,3,58.68,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,826.0,8.0,640.0,68.0,0.9904076738609112,0.9239373601789709,0.9909685972325794,0.900124767339592,
BOOKKEEPER,4,58.51,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,1970.0,10.0,1360.0,1.0,0.9949494949494949,0.9994926433282597,0.9995711539957115,0.9931881172116117,
BOOKKEEPER,5,58.47,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,4105.0,33.0,2799.0,2.0,0.9920251329144514,0.9995130265400536,0.9995202486040782,0.9895418340203604,
BOOKKEEPER,6,58.5,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,8305.0,72.0,5722.0,36.0,0.9914050376029605,0.9956839707469128,0.9994022999703235,0.9841909727345489,
BOOKKEEPER,output-mean,58.7,50.0,50.0,Random Forest,Smote,Best First,No cost sensitive,2626.3333333333335,21.166666666666668,1826.5,23.5,0.9931991688647881,0.9737607268288614,0.996738482839212,0.9611950764409508,
BOOKKEEPER,1,59.34,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,139.0,18.0,100.0,0.0,0.8853503184713376,1.0,1.0,0.8573367051131808,
BOOKKEEPER,2,58.68,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,447.0,72.0,252.0,0.0,0.861271676300578,1.0,0.9909685972325794,0.8023076923076923,
BOOKKEEPER,3,58.68,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,894.0,144.0,504.0,0.0,0.861271676300578,1.0,0.9909685972325794,0.8023076923076923,
BOOKKEEPER,4,58.51,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,1970.0,30.0,1340.0,1.0,0.985,0.9994926433282597,0.9995278249952783,0.9807600103360307,
BOOKKEEPER,5,58.47,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,4105.0,62.0,2770.0,2.0,0.9851211903047756,0.9995130265400536,0.999494713449134,0.9808459994130827,
BOOKKEEPER,6,58.5,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,8337.0,153.0,5641.0,4.0,0.9819787985865724,0.9995204411941014,0.9994187915291904,0.9769496563551842,
BOOKKEEPER,output-mean,58.7,50.0,50.0,Random Forest,Smote,Best First,Sensitive threshold,2648.6666666666665,79.83333333333333,1767.8333333333333,1.1666666666666667,0.9266656099939737,0.9997543518437357,0.9967297540731269,0.9000846259721439,
BOOKKEEPER,1,59.34,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,139.0,24.0,94.0,0.0,0.852760736196319,1.0,0.8983050847457628,0.8090402476780186,
BOOKKEEPER,2,58.68,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,447.0,72.0,252.0,0.0,0.861271676300578,1.0,0.8888888888888888,0.8023076923076923,
BOOKKEEPER,3,58.68,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,894.0,144.0,504.0,0.0,0.861271676300578,1.0,0.8888888888888888,0.8023076923076923,
BOOKKEEPER,4,58.51,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,1970.0,35.0,1335.0,1.0,0.9825436408977556,0.9994926433282597,0.9869725990363927,0.9776443066363377,
BOOKKEEPER,5,58.47,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,4105.0,57.0,2775.0,2.0,0.986304661220567,0.9995130265400536,0.9896929539479928,0.9823472594316563,
BOOKKEEPER,6,58.5,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,8337.0,169.0,5625.0,4.0,0.9801316717611098,0.9995204411941014,0.9851761681289803,0.9745898210502965,
BOOKKEEPER,output-mean,58.7,50.0,50.0,Random Forest,Smote,Best First,Sensitive learning,2648.6666666666665,83.5,1764.1666666666667,1.1666666666666667,0.9207140104461513,0.9997543518437357,0.9396540972728177,0.8913728365686157,
BOOKKEEPER,1,33.33,45.91,40.08,IBk,No sampling,No selection,No cost sensitive,281.0,9.0,197.0,27.0,0.9689655172413794,0.9123376623376623,0.9348206405245241,0.8562595158934841,
BOOKKEEPER,2,60.0,42.02,40.08,IBk,No sampling,No selection,No cost sensitive,308.0,0.0,206.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,3,66.67,42.02,36.32,IBk,No sampling,No selection,No cost sensitive,455.0,25.0,255.0,36.0,0.9479166666666666,0.9266802443991853,0.9300298225196392,0.8303850606424529,
BOOKKEEPER,4,76.47,41.01,36.19,IBk,No sampling,No selection,No cost sensitive,647.0,38.0,334.0,9.0,0.9445255474452555,0.9862804878048781,0.976576842381327,0.899305584501113,
BOOKKEEPER,5,84.38,40.81,39.07,IBk,No sampling,No selection,No cost sensitive,775.0,87.0,415.0,8.0,0.8990719257540604,0.9897828863346104,0.9585171447034341,0.8402019548834782,
BOOKKEEPER,6,90.16,40.99,36.19,IBk,No sampling,No selection,No cost sensitive,907.0,50.0,508.0,77.0,0.9477533960292581,0.9217479674796748,0.9659297869860419,0.8235166891062554,
BOOKKEEPER,output-mean,68.5,42.13,37.99,IBk,No sampling,No selection,No cost sensitive,562.1666666666666,34.833333333333336,319.1666666666667,26.166666666666668,0.9513721755227699,0.9561382080593351,0.960979039519161,0.8749448008377972,
BOOKKEEPER,1,33.33,45.91,40.08,IBk,No sampling,No selection,Sensitive threshold,281.0,9.0,197.0,27.0,0.9689655172413794,0.9123376623376623,0.9348206405245241,0.8562595158934841,
BOOKKEEPER,2,60.0,42.02,40.08,IBk,No sampling,No selection,Sensitive threshold,308.0,0.0,206.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,3,66.67,42.02,36.32,IBk,No sampling,No selection,Sensitive threshold,455.0,25.0,255.0,36.0,0.9479166666666666,0.9266802443991853,0.9300298225196392,0.8303850606424529,
BOOKKEEPER,4,76.47,41.01,36.19,IBk,No sampling,No selection,Sensitive threshold,647.0,38.0,334.0,9.0,0.9445255474452555,0.9862804878048781,0.976576842381327,0.899305584501113,
BOOKKEEPER,5,84.38,40.81,39.07,IBk,No sampling,No selection,Sensitive threshold,775.0,87.0,415.0,8.0,0.8990719257540604,0.9897828863346104,0.9585171447034341,0.8402019548834782,
BOOKKEEPER,6,90.16,40.99,36.19,IBk,No sampling,No selection,Sensitive threshold,907.0,50.0,508.0,77.0,0.9477533960292581,0.9217479674796748,0.9659297869860419,0.8235166891062554,
BOOKKEEPER,output-mean,68.5,42.13,37.99,IBk,No sampling,No selection,Sensitive threshold,562.1666666666666,34.833333333333336,319.1666666666667,26.166666666666668,0.9513721755227699,0.9561382080593351,0.960979039519161,0.8749448008377972,
BOOKKEEPER,1,33.33,45.91,40.08,IBk,No sampling,No selection,Sensitive learning,281.0,9.0,197.0,27.0,0.9689655172413794,0.9123376623376623,0.9343241709746564,0.8562595158934841,
BOOKKEEPER,2,60.0,42.02,40.08,IBk,No sampling,No selection,Sensitive learning,308.0,0.0,206.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,3,66.67,42.02,36.32,IBk,No sampling,No selection,Sensitive learning,455.0,25.0,255.0,36.0,0.9479166666666666,0.9266802443991853,0.9186972650567355,0.8303850606424529,
BOOKKEEPER,4,76.47,41.01,36.19,IBk,No sampling,No selection,Sensitive learning,647.0,38.0,334.0,9.0,0.9445255474452555,0.9862804878048781,0.9420649750852347,0.899305584501113,
BOOKKEEPER,5,84.38,40.81,39.07,IBk,No sampling,No selection,Sensitive learning,775.0,87.0,415.0,8.0,0.8990719257540604,0.9897828863346104,0.908238056713122,0.8402019548834782,
BOOKKEEPER,6,90.16,40.99,36.19,IBk,No sampling,No selection,Sensitive learning,907.0,50.0,508.0,77.0,0.9477533960292581,0.9217479674796748,0.9160711163563249,0.8235166891062554,
BOOKKEEPER,output-mean,68.5,42.13,37.99,IBk,No sampling,No selection,Sensitive learning,562.1666666666666,34.833333333333336,319.1666666666667,26.166666666666668,0.9513721755227699,0.9561382080593351,0.9365659306976789,0.8749448008377972,
BOOKKEEPER,1,35.1,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,247.0,14.0,192.0,61.0,0.946360153256705,0.801948051948052,0.8592942251922835,0.7072670665957931,
BOOKKEEPER,2,63.49,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,296.0,16.0,190.0,12.0,0.9487179487179487,0.961038961038961,0.954080506871769,0.8862184555056606,
BOOKKEEPER,3,69.87,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,454.0,31.0,249.0,37.0,0.9360824742268041,0.924643584521385,0.9289533022985161,0.8101988951076292,
BOOKKEEPER,4,79.32,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,616.0,44.0,328.0,40.0,0.9333333333333333,0.9390243902439024,0.9331481117230527,0.8226596129201852,
BOOKKEEPER,5,86.47,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,754.0,100.0,402.0,29.0,0.882903981264637,0.9629629629629629,0.9364483318323131,0.7836477281477876,
BOOKKEEPER,6,91.54,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,904.0,69.0,489.0,80.0,0.9290853031860226,0.9186991869918699,0.9472072879330944,0.791665079840048,
BOOKKEEPER,output-mean,70.97,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,545.1666666666666,45.666666666666664,308.3333333333333,43.166666666666664,0.9294138656642419,0.9180528562845223,0.9265219609751716,0.800276139686184,
BOOKKEEPER,1,35.1,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,263.0,68.0,138.0,45.0,0.7945619335347432,0.8538961038961039,0.7563674189887782,0.5336651947009233,
BOOKKEEPER,2,63.49,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,297.0,54.0,152.0,11.0,0.8461538461538461,0.9642857142857143,0.8769543563232883,0.7272875683617664,
BOOKKEEPER,3,69.87,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,452.0,56.0,224.0,39.0,0.889763779527559,0.9205702647657841,0.8774003491416933,0.7300947404494921,
BOOKKEEPER,4,79.32,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,618.0,77.0,295.0,38.0,0.8892086330935252,0.9420731707317073,0.8917641948596905,0.7521530939981718,
BOOKKEEPER,5,86.47,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,758.0,146.0,356.0,25.0,0.838495575221239,0.9680715197956578,0.8878750642385758,0.7078500952626604,
BOOKKEEPER,6,91.54,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,926.0,134.0,424.0,58.0,0.8735849056603774,0.9410569105691057,0.9076997187982633,0.7222059585200531,
BOOKKEEPER,output-mean,70.97,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,552.3333333333334,89.16666666666667,264.8333333333333,36.0,0.8552947788652149,0.9316589473406789,0.8663435170583815,0.6955427752155111,
BOOKKEEPER,1,35.1,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,247.0,14.0,192.0,61.0,0.946360153256705,0.801948051948052,0.8669934434497542,0.7072670665957931,
BOOKKEEPER,2,63.49,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,296.0,16.0,190.0,12.0,0.9487179487179487,0.961038961038961,0.9416845290631698,0.8862184555056606,
BOOKKEEPER,3,69.87,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,454.0,31.0,249.0,37.0,0.9360824742268041,0.924643584521385,0.9069646494035496,0.8101988951076292,
BOOKKEEPER,4,79.32,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,616.0,44.0,328.0,40.0,0.9333333333333333,0.9390243902439024,0.9103724101757147,0.8226596129201852,
BOOKKEEPER,5,86.47,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,754.0,100.0,402.0,29.0,0.882903981264637,0.9629629629629629,0.8818798878559835,0.7836477281477876,
BOOKKEEPER,6,91.54,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,904.0,69.0,489.0,80.0,0.9290853031860226,0.9186991869918699,0.8975216365066876,0.791665079840048,
BOOKKEEPER,output-mean,70.97,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,545.1666666666666,45.666666666666664,308.3333333333333,43.166666666666664,0.9294138656642419,0.9180528562845223,0.9009027594091431,0.800276139686184,
BOOKKEEPER,1,31.47,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,272.0,9.0,197.0,36.0,0.9679715302491103,0.8831168831168831,0.9199974782499054,0.8215966062475897,
BOOKKEEPER,2,55.77,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,302.0,0.0,206.0,6.0,1.0,0.9805194805194806,0.9920328457949817,0.9758132823038556,
BOOKKEEPER,3,62.7,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,453.0,24.0,256.0,38.0,0.949685534591195,0.9226069246435845,0.9287532732033751,0.827997150197543,
BOOKKEEPER,4,72.72,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,620.0,33.0,339.0,36.0,0.9494640122511485,0.9451219512195121,0.9612325432730133,0.8549198635348404,
BOOKKEEPER,5,81.51,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,768.0,86.0,416.0,15.0,0.8992974238875878,0.9808429118773946,0.9511977632255143,0.8306079111854769,
BOOKKEEPER,6,88.26,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,898.0,50.0,508.0,86.0,0.9472573839662447,0.9126016260162602,0.9636577716583618,0.8116607393038042,
BOOKKEEPER,output-mean,65.41,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,552.1666666666666,33.666666666666664,320.3333333333333,36.166666666666664,0.9522793141575477,0.937468296232186,0.9528119459008586,0.8537659254621849,
BOOKKEEPER,1,31.47,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,230.0,56.0,150.0,78.0,0.8041958041958042,0.7467532467532467,0.7454372084226453,0.4666563419544681,
BOOKKEEPER,2,55.77,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,224.0,19.0,187.0,84.0,0.9218106995884774,0.7272727272727273,0.8252663598537385,0.6035079310396477,
BOOKKEEPER,3,62.7,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,414.0,54.0,226.0,77.0,0.8846153846153846,0.8431771894093686,0.833950392784405,0.6390410738600424,
BOOKKEEPER,4,72.72,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,590.0,77.0,295.0,66.0,0.8845577211394303,0.899390243902439,0.8656856477838972,0.6968614673980288,
BOOKKEEPER,5,81.51,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,704.0,103.0,399.0,79.0,0.872366790582404,0.8991060025542784,0.8696732864200923,0.6999312280917847,
BOOKKEEPER,6,88.26,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,868.0,104.0,454.0,116.0,0.8930041152263375,0.8821138211382114,0.8884927659760469,0.6925101698971045,
BOOKKEEPER,output-mean,65.41,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,505.0,68.83333333333333,285.1666666666667,83.33333333333333,0.8767584192246396,0.8329688718383785,0.8380842768734708,0.6330847020401793,
BOOKKEEPER,1,31.47,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,272.0,9.0,197.0,36.0,0.9679715302491103,0.8831168831168831,0.9197137813642668,0.8215966062475897,
BOOKKEEPER,2,55.77,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,302.0,0.0,206.0,6.0,1.0,0.9805194805194806,0.9902597402597403,0.9758132823038556,
BOOKKEEPER,3,62.7,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,453.0,24.0,256.0,38.0,0.949685534591195,0.9226069246435845,0.9184463194646494,0.827997150197543,
BOOKKEEPER,4,72.72,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,620.0,33.0,339.0,36.0,0.9494640122511485,0.9451219512195121,0.9282061369000787,0.8549198635348404,
BOOKKEEPER,5,81.51,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,768.0,86.0,416.0,15.0,0.8992974238875878,0.9808429118773946,0.904764085420769,0.8306079111854769,
BOOKKEEPER,6,88.26,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,898.0,50.0,508.0,86.0,0.9472573839662447,0.9126016260162602,0.9114979456246175,0.8116607393038042,
BOOKKEEPER,output-mean,65.41,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,552.1666666666666,33.666666666666664,320.3333333333333,36.166666666666664,0.9522793141575477,0.937468296232186,0.9288146681723536,0.8537659254621849,
BOOKKEEPER,1,42.18,50.0,50.0,IBk,Smote,No selection,No cost sensitive,276.0,2.0,204.0,32.0,0.9928057553956835,0.8961038961038961,0.9433079056865464,0.8655237157191665,
BOOKKEEPER,2,68.05,50.0,50.0,IBk,Smote,No selection,No cost sensitive,308.0,0.0,206.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,3,73.96,50.0,50.0,IBk,Smote,No selection,No cost sensitive,450.0,22.0,258.0,41.0,0.9533898305084746,0.9164969450101833,0.9412496363107361,0.8258838795708483,
BOOKKEEPER,4,82.09,50.0,50.0,IBk,Smote,No selection,No cost sensitive,646.0,36.0,336.0,10.0,0.9472140762463344,0.9847560975609756,0.9782999770521899,0.9016227011733379,
BOOKKEEPER,5,88.38,50.0,50.0,IBk,Smote,No selection,No cost sensitive,775.0,86.0,416.0,8.0,0.9001161440185831,0.9897828863346104,0.9603539863534368,0.8419421784997396,
BOOKKEEPER,6,92.82,50.0,50.0,IBk,Smote,No selection,No cost sensitive,907.0,50.0,508.0,77.0,0.9477533960292581,0.9217479674796748,0.9667575472797739,0.8235166891062554,
BOOKKEEPER,output-mean,74.58,50.0,50.0,IBk,Smote,No selection,No cost sensitive,560.3333333333334,32.666666666666664,321.3333333333333,28.0,0.9568798670330555,0.9514812987482234,0.9649948421137805,0.8764148606782246,
BOOKKEEPER,1,42.18,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,276.0,2.0,204.0,32.0,0.9928057553956835,0.8961038961038961,0.9433079056865464,0.8655237157191665,
BOOKKEEPER,2,68.05,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,308.0,0.0,206.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,3,73.96,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,450.0,22.0,258.0,41.0,0.9533898305084746,0.9164969450101833,0.9412496363107361,0.8258838795708483,
BOOKKEEPER,4,82.09,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,646.0,36.0,336.0,10.0,0.9472140762463344,0.9847560975609756,0.9782999770521899,0.9016227011733379,
BOOKKEEPER,5,88.38,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,775.0,86.0,416.0,8.0,0.9001161440185831,0.9897828863346104,0.9603539863534368,0.8419421784997396,
BOOKKEEPER,6,92.82,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,907.0,50.0,508.0,77.0,0.9477533960292581,0.9217479674796748,0.9667575472797739,0.8235166891062554,
BOOKKEEPER,output-mean,74.58,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,560.3333333333334,32.666666666666664,321.3333333333333,28.0,0.9568798670330555,0.9514812987482234,0.9649948421137805,0.8764148606782246,
BOOKKEEPER,1,42.18,50.0,50.0,IBk,Smote,No selection,Sensitive learning,276.0,2.0,204.0,32.0,0.9928057553956835,0.8961038961038961,0.9431975791199092,0.8655237157191665,
BOOKKEEPER,2,68.05,50.0,50.0,IBk,Smote,No selection,Sensitive learning,308.0,0.0,206.0,0.0,1.0,1.0,1.0,1.0,
BOOKKEEPER,3,73.96,50.0,50.0,IBk,Smote,No selection,Sensitive learning,450.0,22.0,258.0,41.0,0.9533898305084746,0.9164969450101833,0.9189627582193773,0.8258838795708483,
BOOKKEEPER,4,82.09,50.0,50.0,IBk,Smote,No selection,Sensitive learning,646.0,36.0,336.0,10.0,0.9472140762463344,0.9847560975609756,0.9439909520062942,0.9016227011733379,
BOOKKEEPER,5,88.38,50.0,50.0,IBk,Smote,No selection,Sensitive learning,775.0,86.0,416.0,8.0,0.9001161440185831,0.9897828863346104,0.909234072649377,0.8419421784997396,
BOOKKEEPER,6,92.82,50.0,50.0,IBk,Smote,No selection,Sensitive learning,907.0,50.0,508.0,77.0,0.9477533960292581,0.9217479674796748,0.9160711163563249,0.8235166891062554,
